version,base version,scenario,solution,timestamp,duration,base duration,relative duration
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T06:19:19.6270340Z,588.9433325,84.9139314,693.5768051130418
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T06:19:19.6270340Z,18.4927568,19.1511139,96.5623038772695
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T06:14:50.2861199Z,25.9047757,22.4828744,115.22003476566145
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T06:14:50.2861199Z,23.8673856,20.7353952,115.10456092006388
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T06:14:50.2861199Z,19.3730611,19.372517,100.00280861800252
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T06:14:50.2861199Z,13.2517537,12.5154419,105.88322654432201
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T06:14:50.2861199Z,9.205507,8.7177941,105.59445307385728
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T06:14:31.8073931Z,20.6380878,19.5117797,105.77245191016584
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T06:14:31.8073931Z,17.9698104,18.3465915,97.94631553223388
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T06:14:31.8073931Z,15.1798088,14.1047054,107.6223031216235
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T06:14:31.8073931Z,5.7465573,5.6305961,102.05948354207115
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T06:14:31.8073931Z,4.1494436,3.9752467,104.38203998760629
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T06:18:51.4623614Z,588.7024505,102.9314905,571.93619526961
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T06:18:51.4623614Z,297.7458651,68.8861169,432.2291319341299
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T06:18:51.4623614Z,341.0825342,62.3832971,546.7529772484564
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T06:18:51.4623614Z,628.9759486,78.3538395,802.7378780844556
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T06:18:51.4623614Z,10.4625194,10.2410539,102.16252645638355
8.0.100-alpha.1.23062.10,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T07:22:53.1097464Z,137.1805401,204.9866297,66.92170133279673
8.0.100-alpha.1.23062.10,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T07:22:53.1097464Z,136.262693,151.6697392,89.84171379125046
8.0.100-alpha.1.23062.10,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T07:22:53.1097464Z,114.7757203,271.1049757,42.33626476373078
8.0.100-alpha.1.23062.10,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T07:22:53.1097464Z,22.5612968,22.7070585,99.35807757750746
8.0.100-alpha.1.23062.10,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T07:22:53.1097464Z,15.3322513,16.8207397,91.15087429835205
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T07:17:30.4302079Z,721.5066216,144.3064592,499.9822084193997
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T07:17:30.4302079Z,372.497603,83.7837294,444.5942018427268
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T07:17:30.4302079Z,366.779072,85.7936023,427.51331354226164
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T07:17:30.4302079Z,728.346959,113.8589674,639.6922224327146
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T07:17:30.4302079Z,24.6454584,23.625355,104.31783310769298
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T07:11:57.0110125Z,30.9942265,28.5213269,108.6703525704479
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T07:11:57.0110125Z,26.8586327,26.959747,99.62494343882382
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T07:11:57.0110125Z,24.936999,23.2913711,107.06539727925248
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T07:11:57.0110125Z,16.9723284,16.0003741,106.07457234390539
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T07:11:57.0110125Z,12.8589981,11.6146703,110.71341474066638
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T07:10:54.0353531Z,19.021306,21.8479317,87.06227326772537
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T07:10:54.0353531Z,18.2392642,18.8149743,96.94014942130428
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T07:10:54.0353531Z,14.174403,13.9943815,101.28638411065182
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T07:10:54.0353531Z,5.6768965,5.2534498,108.06035493096364
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T07:10:54.0353531Z,4.1081221,3.8478249,106.7647880754657
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T07:14:39.8428648Z,591.8390987,98.0621232,603.5348607463152
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T07:14:39.8428648Z,346.885312,60.1768118,576.4434864925828
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T07:14:39.8428648Z,306.7677041,53.2335141,576.2679944888328
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T07:14:39.8428648Z,635.0982161,72.3665931,877.6124298436814
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T07:14:39.8428648Z,10.0662873,9.8904845,101.77749431789718
8.0.100-alpha.1.23062.10,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T08:24:27.4902109Z,128.2059742,219.8723387,58.309278446766264
8.0.100-alpha.1.23062.10,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T08:24:27.4902109Z,162.7038366,218.56146,74.44305899127869
8.0.100-alpha.1.23062.10,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T08:24:27.4902109Z,117.0121371,109.3960899,106.9619007470577
8.0.100-alpha.1.23062.10,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T08:24:27.4902109Z,18.8379031,18.6565417,100.97210620765797
8.0.100-alpha.1.23062.10,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T08:24:27.4902109Z,12.494386,12.1515942,102.8209615492262
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T08:19:36.1904208Z,639.9175413,119.0117023,537.6929570227651
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T08:19:36.1904208Z,320.9702967,75.329756,426.0869990074042
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T08:19:36.1904208Z,307.4861353,59.1294661,520.0218361180163
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T08:19:36.1904208Z,587.5456045,84.4034433,696.1156814558535
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T08:19:36.1904208Z,19.3662614,18.5478,104.41271417634437
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T08:15:35.3357006Z,30.6740546,26.7043034,114.86558604632991
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T08:15:35.3357006Z,26.4297252,24.3441503,108.56704741919047
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T08:15:35.3357006Z,23.7666441,23.118239,102.80473395919128
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T08:15:35.3357006Z,15.2272911,15.1430797,100.55610484570059
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T08:15:35.3357006Z,11.4986561,10.7350117,107.11358703037092
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T08:14:26.1695198Z,19.9699776,18.7931772,106.26184911404977
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T08:14:26.1695198Z,18.8089198,18.5283952,101.51402534850942
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T08:14:26.1695198Z,14.89517,14.9242239,99.80532388019185
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T08:14:26.1695198Z,5.371697,5.0742483,105.86192638621961
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T08:14:26.1695198Z,3.9353068,3.855636,102.06634651196327
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T08:18:30.5019216Z,636.0391156,100.7892719,631.0583493757731
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T08:18:30.5019216Z,330.4099189,64.9212369,508.9396546910215
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T08:18:30.5019216Z,302.6496683,51.6892901,585.5171694455133
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T08:18:30.5019216Z,609.1891588,73.506537,828.7550790210671
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T08:18:30.5019216Z,9.5581703,9.6806652,98.7346437722069
8.0.100-alpha.1.23062.10,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T09:20:39.9693144Z,106.039933,230.6068564,45.98299229059696
8.0.100-alpha.1.23062.10,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T09:20:39.9693144Z,101.5537445,104.9448299,96.76869703516475
8.0.100-alpha.1.23062.10,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T09:20:39.9693144Z,103.0103061,103.065711,99.94624313026861
8.0.100-alpha.1.23062.10,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T09:20:39.9693144Z,15.5372539,14.9379662,104.01184265633161
8.0.100-alpha.1.23062.10,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T09:20:39.9693144Z,10.201094,10.0779112,101.2223048760342
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T09:17:36.9416503Z,627.6295901,112.423881,558.2707023786165
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T09:17:36.9416503Z,313.940341,70.8726116,442.9642620930311
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T09:17:36.9416503Z,305.8366224,67.1910186,455.17485636093625
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T09:17:36.9416503Z,579.9269271,85.8599285,675.4337410145876
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T09:17:36.9416503Z,19.269849,18.823758,102.36982965888109
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T09:13:19.5224847Z,28.3589708,25.2172671,112.45854155226837
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T09:13:19.5224847Z,27.1099795,22.6738241,119.56509577050127
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T09:13:19.5224847Z,21.1934683,20.0846184,105.52089105163182
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T09:13:19.5224847Z,15.1037305,13.852226,109.03468150173119
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T09:13:19.5224847Z,10.5128084,9.5965035,109.5483203856488
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T09:12:48.5773853Z,20.0330528,18.8597596,106.22114610623139
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T09:12:48.5773853Z,18.3486362,17.5172487,104.74610776063254
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T09:12:48.5773853Z,15.0122966,13.4773805,111.38883108627824
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T09:12:48.5773853Z,5.2398254,5.2711885,99.40500894627465
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T09:12:48.5773853Z,3.8109829,3.6452772,104.54576403682
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T09:17:21.2114084Z,669.9965398,121.3933177,551.9220929901318
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T09:17:21.2114084Z,306.2796429,68.9077482,444.4777995226958
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T09:17:21.2114084Z,330.6085676,55.1360188,599.6235760134354
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T09:17:21.2114084Z,559.2367496,77.5676599,720.966379959079
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T09:17:21.2114084Z,10.4592585,10.1367928,103.1811412777422
8.0.100-alpha.1.23062.10,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T10:19:17.0892985Z,113.4897836,121.3480892,93.52416205989998
8.0.100-alpha.1.23062.10,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T10:19:17.0892985Z,117.2110828,113.6572616,103.12678763325054
8.0.100-alpha.1.23062.10,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T10:19:17.0892985Z,105.1736387,94.5019806,111.29252321723297
8.0.100-alpha.1.23062.10,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T10:19:17.0892985Z,13.8840199,13.8826852,100.00961413430306
8.0.100-alpha.1.23062.10,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T10:19:17.0892985Z,9.923726,9.5382152,104.04174986532071
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T10:17:56.7443212Z,601.6757538,114.9296229,523.5166866626864
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T10:17:56.7443212Z,309.8205492,67.3506351,460.0113254165883
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T10:17:56.7443212Z,309.22637,60.2228124,513.4704901294181
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T10:17:56.7443212Z,571.3510113,85.968567,664.6045540110027
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T10:17:56.7443212Z,19.0881513,19.0139394,100.39030260083818
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T10:13:56.9236339Z,28.3168566,28.140393,100.62708292666701
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T10:13:56.9236339Z,25.1314178,23.8702228,105.28354934332663
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T10:13:56.9236339Z,21.72332,20.4635811,106.15600414142567
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T10:13:56.9236339Z,15.1740022,14.7681262,102.74832429316592
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T10:13:56.9236339Z,10.4921159,9.167868,114.44444771674287
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T10:13:09.9134710Z,20.3559336,18.8102829,108.21705185518502
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T10:13:09.9134710Z,17.8885761,18.2754853,97.88290601508679
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T10:13:09.9134710Z,14.5871012,13.9724475,104.39904104130646
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T10:13:09.9134710Z,5.5097022,5.6823895,96.96100909661332
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T10:13:09.9134710Z,3.9857512,4.1476489,96.09663923096288
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T10:17:19.2910011Z,596.6773452,104.3930832,571.5678921532226
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T10:17:19.2910011Z,339.2735342,60.8611981,557.4545766295059
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T10:17:19.2910011Z,334.3025652,60.0641839,556.5755555033854
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T10:17:19.2910011Z,629.7807632,71.9054583,875.8455590011863
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T10:17:19.2910011Z,9.9068501,9.3759324,105.66255895786962
8.0.100-alpha.1.23062.10,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T11:18:17.9353587Z,109.7378758,166.5537974,65.88734541815975
8.0.100-alpha.1.23062.10,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T11:18:17.9353587Z,100.4079823,195.3831802,51.39028968472077
8.0.100-alpha.1.23062.10,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T11:18:17.9353587Z,95.646884,96.3341993,99.28653032360856
8.0.100-alpha.1.23062.10,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T11:18:17.9353587Z,15.7502209,15.9998253,98.43995546626375
8.0.100-alpha.1.23062.10,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T11:18:17.9353587Z,10.6406005,10.4075654,102.23909330418428
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T11:15:25.5598892Z,616.9428455,122.055731,505.45995705846866
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T11:15:25.5598892Z,319.7915491,75.0558384,426.0715167762353
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T11:15:25.5598892Z,321.1754651,65.8554697,487.6974783766518
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T11:15:25.5598892Z,590.071332,97.7639882,603.567165031019
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T11:15:25.5598892Z,21.6074986,21.7753153,99.22932596985174
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T11:10:52.3126381Z,28.2921627,27.5132362,102.83109734652007
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T11:10:52.3126381Z,25.918208,25.5509458,101.43737223222476
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T11:10:52.3126381Z,23.8549765,21.2057171,112.4931375228051
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T11:10:52.3126381Z,16.4141031,14.5041553,113.16828012728186
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T11:10:52.3126381Z,11.835987,10.4967732,112.75833796237495
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T11:10:01.1357596Z,19.9028527,19.6544561,101.26381823407466
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T11:10:01.1357596Z,20.0119993,17.7283142,112.88156941622796
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T11:10:01.1357596Z,15.3488072,14.4034135,106.56367811699636
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T11:10:01.1357596Z,5.3775497,5.1170099,105.09164150727948
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T11:10:01.1357596Z,3.9197962,3.6341622,107.8596932189763
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T11:14:13.1597404Z,595.2200304,102.5916489,580.1837057713964
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T11:14:13.1597404Z,353.4170785,68.5890682,515.2673564094285
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T11:14:13.1597404Z,339.3080469,56.107028,604.7514170595528
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T11:14:13.1597404Z,573.7398971,72.9467156,786.5191631739482
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T11:14:13.1597404Z,9.708491,10.1827639,95.34239520175855
8.0.100-alpha.1.23063.2,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T12:26:39.3041145Z,109.7841411,107.0826756,102.52278483411372
8.0.100-alpha.1.23063.2,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T12:26:39.3041145Z,104.5417011,110.2855674,94.7918241385409
8.0.100-alpha.1.23063.2,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T12:26:39.3041145Z,104.0235475,101.9082954,102.0756427057262
8.0.100-alpha.1.23063.2,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T12:26:39.3041145Z,20.3216948,20.1607574,100.79827060465496
8.0.100-alpha.1.23063.2,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T12:26:39.3041145Z,13.8425302,14.4748785,95.63140858142609
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T12:25:16.1358986Z,606.7709167,121.3318067,500.0922125888034
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T12:25:16.1358986Z,330.3386522,72.8654997,453.35399271268574
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T12:25:16.1358986Z,308.720906,73.7569679,418.56507227705595
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T12:25:16.1358986Z,593.9892848,95.894776,619.4177718294061
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-13T12:25:16.1358986Z,21.0463807,21.4677903,98.03701455011883
8.0.100-alpha.1.23062.10,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-13T12:20:17.2104933Z,26.1429404,21.9046603,119.34875977054071
8.0.100-alpha.1.23062.10,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-13T12:20:17.2104933Z,23.4332818,21.2396792,110.32785184439132
8.0.100-alpha.1.23062.10,6.0.400,cold,OrchardCore-5dbd92c,2023-01-13T12:20:17.2104933Z,19.5793154,18.0732514,108.33311044408975
8.0.100-alpha.1.23062.10,6.0.400,force,OrchardCore-5dbd92c,2023-01-13T12:20:17.2104933Z,12.1242507,11.9396362,101.54623220429445
8.0.100-alpha.1.23062.10,6.0.400,noop,OrchardCore-5dbd92c,2023-01-13T12:20:17.2104933Z,9.0149423,8.370168,107.70324203767474
8.0.100-alpha.1.23062.10,7.0.100,warmup,Orleans-eda972a,2023-01-13T12:19:40.5374348Z,19.9977426,19.1446419,104.4560807376606
8.0.100-alpha.1.23062.10,7.0.100,arctic,Orleans-eda972a,2023-01-13T12:19:40.5374348Z,19.2412343,17.9479979,107.20546329014222
8.0.100-alpha.1.23062.10,7.0.100,cold,Orleans-eda972a,2023-01-13T12:19:40.5374348Z,14.7299063,13.7519638,107.11129344304993
8.0.100-alpha.1.23062.10,7.0.100,force,Orleans-eda972a,2023-01-13T12:19:40.5374348Z,5.5155492,5.234372,105.37174660112045
8.0.100-alpha.1.23062.10,7.0.100,noop,Orleans-eda972a,2023-01-13T12:19:40.5374348Z,3.9624035,3.7828399,104.74679353995396
8.0.100-alpha.1.23062.10,7.0.100,warmup,LargeAppCPM-142722b,2023-01-13T12:24:02.4028562Z,671.058066,99.0149953,677.733775542582
8.0.100-alpha.1.23062.10,7.0.100,arctic,LargeAppCPM-142722b,2023-01-13T12:24:02.4028562Z,340.6202621,69.1532457,492.55860466430715
8.0.100-alpha.1.23062.10,7.0.100,cold,LargeAppCPM-142722b,2023-01-13T12:24:02.4028562Z,307.2065413,59.2201198,518.7536640207878
8.0.100-alpha.1.23062.10,7.0.100,force,LargeAppCPM-142722b,2023-01-13T12:24:02.4028562Z,632.8055794,71.6053723,883.7403662238902
8.0.100-alpha.1.23062.10,7.0.100,noop,LargeAppCPM-142722b,2023-01-13T12:24:02.4028562Z,9.8327778,9.905697,99.26386603587815
8.0.100-alpha.1.23063.2,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-13T13:26:34.0897989Z,126.1046418,173.6011343,72.64044806416912
8.0.100-alpha.1.23063.2,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-13T13:26:34.0897989Z,110.5664519,110.3827378,100.1664337229367
8.0.100-alpha.1.23063.2,7.0.100,cold,NuGetClient-win-d76a117,2023-01-13T13:26:34.0897989Z,105.4556514,97.6637932,107.9782465381449
8.0.100-alpha.1.23063.2,7.0.100,force,NuGetClient-win-d76a117,2023-01-13T13:26:34.0897989Z,18.8862738,17.0339078,110.8745804060299
8.0.100-alpha.1.23063.2,7.0.100,noop,NuGetClient-win-d76a117,2023-01-13T13:26:34.0897989Z,12.9074478,13.9250065,92.69258007168614
8.0.100-alpha.1.23063.2,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-13T13:24:23.9217466Z,632.2487834,122.3634106,516.6975816543643
8.0.100-alpha.1.23063.2,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-13T13:24:23.9217466Z,326.6120071,83.6475022,390.46235513294266
8.0.100-alpha.1.23063.2,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-13T13:24:23.9217466Z,306.6569216,65.2648251,469.8655380293052
8.0.100-alpha.1.23063.2,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-13T13:24:23.9217466Z,584.8910187,86.1271549,679.1017529594491
